date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-10,5.826118596663541,4.373615535186756,7.3046057881589235,38677051225
2025-03-11,5.843388944105206,4.4360273553493,7.2791101763864114,38677051225
2025-03-12,5.860659291546872,4.425440805236325,7.204421336283227,38677051225
2025-03-13,5.877929638988537,4.471421232366189,7.3087573525974365,38677051225
2025-03-14,5.895199986430201,4.392749490107495,7.259596147378719,38677051225
2025-03-15,5.912470333871868,4.47703437236991,7.428879715268607,38677051225
2025-03-16,5.9297406813135325,4.575694549127323,7.2300728618454135,38677051225
2025-03-17,5.947011028755199,4.568889353749314,7.340643895242312,38677051225
2025-03-18,5.964281376196864,4.5533536680198266,7.334958212034579,38677051225
2025-03-19,5.981551723638528,4.552371659870609,7.3885208849996555,38677051225
2025-03-20,5.998822071080195,4.568508361644197,7.482912058309561,38677051225
2025-03-21,6.016092418521859,4.531153587898331,7.470912857236261,38677051225
2025-03-22,6.033362765963526,4.625956862450632,7.39248816113096,38677051225
2025-03-23,6.05063311340519,4.607493968315339,7.519897742942191,38677051225
2025-03-24,6.067903460846855,4.64182172927025,7.552688008209261,38677051225
2025-02-25,7.505035678201857,5.014951221779078,9.896327202067162,38677090284
2025-02-26,7.541612407033972,5.152257782736931,10.051066700234406,38677090284
2025-02-27,7.578189135866088,5.178231553615675,10.10364430792746,38677090284
2025-02-28,7.614765864698203,5.241235039543246,10.01481825458446,38677090284
2025-03-01,7.651342593530318,5.2969786274291994,10.272195795387216,38677090284
2025-03-02,7.6879193223624345,5.296648519917881,9.979129653112011,38677090284
2025-03-03,7.724496051194551,5.312453216107045,10.250008950057198,38677090284
2025-03-04,7.761072780026666,5.205282259713973,10.297661260287956,38677090284
2025-03-05,7.7976495088587825,5.425933844323552,10.11207789235231,38677090284
2025-03-06,7.834226237690899,5.367567552220712,10.134181044538634,38677090284
2025-03-07,7.870802966523014,5.589583573137285,10.166791615435459,38677090284
2025-03-08,7.9073796953551305,5.721311511935298,10.59244319598251,38677090284
2025-03-09,7.943956424187245,5.330216347382027,10.333972613248614,38677090284
2025-03-10,7.98053315301936,5.750591872132307,10.461720632750103,38677090284
2025-03-11,8.017109881851479,5.765357866049151,10.392520110767828,38677090284
2025-03-12,8.053686610683595,5.494441152539366,10.411841067611011,38677090284
2025-03-13,8.090263339515712,5.546371987379789,10.554277856466921,38677090284
2025-03-14,8.126840068347827,5.803150606917399,10.578257539224461,38677090284
2025-03-15,8.163416797179941,5.617152388349812,10.683530715313568,38677090284
2025-03-16,8.199993526012058,5.797445898013328,10.53372022507423,38677090284
2025-03-17,8.236570254844173,5.799081874864462,10.63157933842632,38677090284
2025-03-18,8.27314698367629,5.791491251131291,10.738473403114158,38677090284
2025-03-19,8.309723712508406,5.856950723754835,10.617105304561568,38677090284
2025-03-20,8.34630044134052,5.899295882671621,10.711254020494774,38677090284
2025-03-21,8.382877170172637,5.885684096264637,10.70598311812857,38677090284
2025-03-22,8.419453899004754,5.8843116840535,10.766446482767567,38677090284
2025-03-23,8.456030627836869,5.928075778624998,10.959486153076442,38677090284
2025-03-24,8.492607356668984,5.905012590246198,10.911161883735568,38677090284
2025-02-11,3.7183187190855067,2.2823858973191333,5.007771436565132,38677235450
2025-02-12,3.7245568211510633,2.3035165195238436,5.099490620443159,38677235450
2025-02-13,3.730794923216619,2.2541622175486102,5.137372268873302,38677235450
2025-02-14,3.7370330252821757,2.2843283215959724,5.108042924155852,38677235450
2025-02-15,3.7432711273477315,2.232790438864116,5.216579609776171,38677235450
2025-02-16,3.7495092294132877,2.3382355480753456,5.17157337207015,38677235450
2025-02-17,3.755747331478844,2.3294971666441864,5.183990586960689,38677235450
2025-02-18,3.7619854335443996,2.3000015346647986,5.3202601232636075,38677235450
2025-02-19,3.7682235356099563,2.322026378913407,5.15117941072521,38677235450
2025-02-20,3.7744616376755125,2.2685523461535,5.187900673222353,38677235450
2025-02-21,3.7806997397410687,2.4430322281047117,5.216883161611685,38677235450
2025-02-22,3.786937841806625,2.434079417345181,5.1906392006166495,38677235450
2025-02-23,3.793175943872181,2.2966542455272116,5.211141069787822,38677235450
2025-02-24,3.7994140459377377,2.417658405332334,5.370696946958437,38677235450
2025-02-25,3.8056521480032934,2.277455650506465,5.270720502598356,38677235450
2025-02-26,3.8118902500688496,2.357833776669274,5.205444332996552,38677235450
2025-02-27,3.818128352134406,2.4045152239536414,5.2022269646429615,38677235450
2025-02-28,3.8243664541999616,2.3756948177418966,5.307394171918278,38677235450
2025-03-01,3.830604556265518,2.3869831579980807,5.272067920623957,38677235450
2025-03-02,3.8368426583310744,2.4030544889717356,5.242806945918553,38677235450
2025-03-03,3.8430807603966306,2.306196837109768,5.1813494654705154,38677235450
2025-03-04,3.849318862462187,2.3934285172548755,5.365588572257034,38677235450
2025-03-05,3.855556964527743,2.469938262175835,5.28785633921463,38677235450
2025-03-06,3.8617950665932996,2.4506132736253146,5.414627285360747,38677235450
2025-03-07,3.868033168658855,2.396853611455807,5.304755221171662,38677235450
2025-03-08,3.8742712707244116,2.3536218914117737,5.22859427906826,38677235450
2025-03-09,3.8805093727899678,2.387233755732312,5.27183422851216,38677235450
2025-03-10,3.8867474748555235,2.5302465636086255,5.292537127938977,38677235450
2025-02-25,2.7917711545943,2.604763281841743,2.9953126304051088,38677320037
2025-02-26,2.800959815311013,2.605766852956272,2.9799312059467287,38677320037
2025-02-27,2.8101484760277264,2.6067252540870736,3.014271645382997,38677320037
2025-02-28,2.819337136744439,2.6194774341366123,3.0278637955670256,38677320037
